"Term","Score"
"савченк",33.2710646668774
"російськ",31.8597563713752
"дискримінаці",29.818879797456
"територі",25.0846325691928
"бідност",24.84906649788
"вір",24.84906649788
"федераці",24.84906649788
"людин",23.5670041390381
"діт",23.0708580620303
"європейськ",22.1807097779182
"суд",22.1807097779182
"прав",21.0208635285748
"україн",20.7131092165282
"кандидат",19.879253198304
"сексуальн",19.879253198304
"сестр",19.879253198304
"держав",19.7093541615086
"наді",19.4081210556785
"ситуац",18.0218266945586
"антитерористичн",17.9175946922805
"чин",17.9175946922805
"жінок",17.5777966186898
"депутат",17.394346548516
"правозахисник",17.394346548516
"влад",16.6339060097241
"звільненн",16.1258352230525
"заручник",16.1258352230525
"парламент",15.2492379723188
"експерт",15.2492379723188
"«ціл",14.909439898728
"випадк",14.909439898728
"громадянств",14.909439898728
"зменшенн",14.909439898728
"інформаці",14.909439898728
"тисячоліття»",14.909439898728
"міжнародн",14.3340757538244
"питанн",14.3340757538244
"проблем",14.3340757538244
"стал",14.3340757538244
"жінк",14.2819597526854
"українськ",14.1912787837858
"люд",14.0074997976624
"абсолютн",12.5423162845964
"адвокат",12.5423162845964
"відповідн",12.5423162845964
"законодавств",12.5423162845964
"кодекс",12.5423162845964
"план",12.5423162845964
"робит",12.5423162845964
"закон",12.476649250079
