"Term","Score"
"оборон",20.7944154167984
"територіальн",19.4081210556785
"італі",18.0218266945586
"насильств",17.3286795139986
"суд",12.476649250079
"област",11.0903548889591
"батальйон",9.70406052783923
"відновленн",9.70406052783923
"мотузяник",9.70406052783923
"судд",9.70406052783923
"тро",9.70406052783923
"бригад",8.31776616671934
"італійськ",8.31776616671934
"резерв",8.31776616671934
"сил",8.31776616671934
"сімейн",8.31776616671934
"військов",7.6246189861594
"служб",7.6246189861594
"діт",6.93147180559945
"жертв",6.93147180559945
"конвенці",6.93147180559945
"луган",6.93147180559945
"маріупол",6.93147180559945
"потерпіл",6.93147180559945
"рок",6.93147180559945
"херсонськ",6.93147180559945
"домашн",6.93147180559945
"прав",6.93147180559945
"випадк",5.54517744447956
"відповідальніст",5.54517744447956
"декларац",5.54517744447956
"зазнач",5.54517744447956
"законодавч",5.54517744447956
"захист",5.54517744447956
"контракт",5.54517744447956
"міст",5.54517744447956
"навчанн",5.54517744447956
"обласн",5.54517744447956
"останн",5.54517744447956
"розпов",5.54517744447956
"стамбульськ",5.54517744447956
"статистик",5.54517744447956
"тероборон",5.54517744447956
"фемініцид",5.54517744447956
"формуванн",5.54517744447956
"херсон",5.54517744447956
"жінк",5.17827730413206
"жінок",4.60291315922849
"безпек",4.15888308335967
"вдом",4.15888308335967
