"Term","Score"
"шевченк",6.86580477108208
"тарас",5.88497551807036
"кну",5.54517744447956
"українськ",4.90414626505863
"available",4.15888308335967
"currently",4.15888308335967
"media",4.15888308335967
"source",4.15888308335967
"інститут",4.15888308335967
"магістр",4.15888308335967
"прогр",4.15888308335967
"свобода»",4.15888308335967
"журналістик",3.76002903396589
"імен",3.76002903396589
"київськ",3.46573590279973
"досвід",2.94248775903518
"культур",2.94248775903518
"працювал",2.94248775903518
"робот",2.94248775903518
"факультет",2.94248775903518
"«громадськ",2.77258872223978
"«ера»",2.77258872223978
"«київськ",2.77258872223978
"«книжникreview»",2.77258872223978
"«підсумки»",2.77258872223978
"виданн",2.77258872223978
"волонтерськ",2.77258872223978
"газет",2.77258872223978
"гуманітарн",2.77258872223978
"дипл",2.77258872223978
"ефір",2.77258872223978
"журнал",2.77258872223978
"захисник»",2.77258872223978
"зацікавлен",2.77258872223978
"кореспондент",2.77258872223978
"ліц",2.77258872223978
"львівськ",2.77258872223978
"людин",2.77258872223978
"отримал",2.77258872223978
"прав",2.77258872223978
"працю",2.77258872223978
"програм",2.77258872223978
"професійн",2.77258872223978
"публікаці",2.77258872223978
"русь»",2.77258872223978
"співпрацю",2.77258872223978
"телебаченн",2.77258872223978
"телеканал",2.77258872223978
"франк",2.77258872223978
"«європейськ",2.07944154167984
