"Term","Score"
"церкв",119.157006209504
"жінок",111.001482061997
"жінк",105.508841533376
"насильств",84.821666908286
"росі",83.5387218110141
"російськ",75.5838976998307
"канад",74.6069553197642
"чоловік",73.0426275055905
"«груп",64.1705878182621
"філіпішин",64.0017832909746
"москал",60.9190247402239
"справ",60.0276411966332
"ром",59.5785031047522
"домашн",59.4302273416193
"людин",59.3659184948131
"конкурс",57.9447811645506
"суд",57.5392045716184
"експерт",57.5184641977474
"марш",57.3347085882379
"ромськ",56.5995779495146
"напад",56.409385997085
"політик",56.2538688582899
"представник",54.8685004270242
"супрун",53.620652794277
"змі",53.620652794277
"статт",53.5028975883035
"президент",53.2707294895598
"автор",52.5568162058847
"дитин",51.4736181764385
"семи»",51.1336185729308
"порошенк",50.2871154429086
"фестивал",50.2871154429086
"німеччин",49.9523975556471
"уряд",49.8609588124013
"міжнародн",49.8023739041761
"українськ",49.6770957331288
"країн",49.0066713604279
"свобод",48.834592543906
"березн",48.4028187662138
"посад",48.4028187662138
"організатор",47.7789238235316
"слов",47.5275725412858
"помісн",47.3814636868408
"місц",46.9781539799738
"міністр",46.365264555728
"злочин",46.1862930294139
"певн",46.1862930294139
"саміт",45.7155594935533
"документ",45.6732052583078
"люд",45.4358171547726
