"Term","Score"
"лів",76.7326487295479
"сінченк",61.8208490671663
"діт",57.5494865471609
"жінок",47.8744717266069
"квот",46.0281984904375
"жінк",37.8787029045681
"везєлєв",37.0925094402998
"кпу",37.0925094402998
"сексизм",37.0925094402998
"компарті",34.0014669869415
"влад",31.2836256607734
"війн",31.1726385463788
"дмитр",31.1726385463788
"симоненк",30.9104245335832
"вибор",30.6854656602917
"законопроект",29.883508634996
"чоловік",29.8053287640776
"катерин",28.7747432735804
"місц",28.5842256508657
"комуніст",27.8193820802248
"закон",26.0190928920209
"реж",25.9856596826052
"батьк",25.9015921409727
"рух",25.9015921409727
"соціальн",25.646445680718
"представник",25.290022791962
"злочин",25.1872771957117
"парламент",24.953298500158
"виставк",24.7283396268665
"жіноч",24.686376698475
"парті",24.686376698475
"депут",24.686376698475
"парт",24.0477783903631
"син",23.9789527279837
"лгбт",23.866473291338
"місцев",23.866473291338
"пан",23.866473291338
"сил",22.9026460860601
"істор",22.1617251990995
"українськ",22.1472710634098
"зон",21.9167318115923
"історі",21.9167318115923
"квотуванн",21.9167318115923
"ден",21.757513781757
"проблем",21.757513781757
"рівн",21.757513781757
"франці",21.6372971735082
"політичн",21.0437238358712
"списк",20.742463572939
"депутат",20.5578111485082
