"Term","Score"
"жінок",79.6676550992049
"жінк",70.037498988312
"кримськ",64.607572894488
"насильств",51.2928913614359
"татар",42.243413046396
"чоловік",39.7880864350283
"суспільств",37.6451557062177
"савченк",37.27359974682
"крим",33.2678793949011
"вірмені",31.7805383034795
"стереотип",30.4599109768769
"законопроект",30.4599109768769
"влад",29.6460251868838
"карабас",28.6024844731315
"домашн",28.2350865224492
"представник",28.0149995953248
"півостр",27.333973147668
"конфлікт",25.8750173071453
"гендер",25.4244306427836
"лів",25.4244306427836
"нагірн",25.4244306427836
"злочин",25.0846325691928
"проблем",24.9650738415864
"ром",24.953298500158
"сел",24.953298500158
"російськ",23.41072994456
"європейськ",23.4047567264872
"підтримк",22.7621871712014
"росі",22.6245981689377
"прав",22.4270257134245
"пар",22.364159848092
"партнерств",22.364159848092
"ідеологі",22.2463768124356
"посад",22.1807097779182
"українськ",21.724950636379
"реформ",21.5011136307367
"питанн",21.0112496964936
"експерт",20.9464425819748
"березн",20.7944154167984
"дівчат",20.7944154167984
"заклик",20.7944154167984
"рівності»",20.7944154167984
"рос",20.7944154167984
"міжнародн",20.6801596868124
"україн",20.055371247335
"олен",19.879253198304
"форум",19.879253198304
"людин",19.7401524283209
"фестивал",19.7093541615086
"європарламент",19.7093541615086
