"Term","Score"
"редактор",7.69028602067677
"кореспондент",5.49306144334055
"журналіст",4.51223219032882
"інститут",4.51223219032882
"служб",4.51223219032882
"автор",4.39444915467244
"державн",4.39444915467244
"документальн",4.39444915467244
"запорізьк",4.39444915467244
"іде",4.39444915467244
"курс",4.39444915467244
"проект",4.39444915467244
"управлінн",4.39444915467244
"журналістик",3.29583686600433
"закінчил",3.29583686600433
"імен",3.29583686600433
"тематик",3.29583686600433
"факультет",3.29583686600433
"ведуч",3.24372086486532
"національн",3.24372086486532
"прогр",3.24372086486532
"«українськ",3.00815479355255
"брюссел",3.00815479355255
"вел",3.00815479355255
"економічн",3.00815479355255
"журналістиц",3.00815479355255
"закінч",3.00815479355255
"міжнародн",3.00815479355255
"народ",3.00815479355255
"політичн",3.00815479355255
"працю",3.00815479355255
"працюв",3.00815479355255
"регіональн",3.00815479355255
"співпрацю",3.00815479355255
"телевізійн",3.00815479355255
"укладач",3.00815479355255
"«irex",2.19722457733622
"«вечірн",2.19722457733622
"«власт",2.19722457733622
"«голодомор»",2.19722457733622
"«донецьк",2.19722457733622
"«європ",2.19722457733622
"«журналістика»",2.19722457733622
"«історичн",2.19722457733622
"«київськ",2.19722457733622
"«міф",2.19722457733622
"«постпоступ»",2.19722457733622
"«сандармох»",2.19722457733622
"«свобод",2.19722457733622
"«січ»",2.19722457733622
