"Term","Score"
"редактор",11.6754608943319
"автор",6.26381484247684
"журналістик",6.1617801637886
"документальн",5.83773044716594
"імен",5.83773044716594
"російськ",5.83773044716594
"українськ",5.83773044716594
"діяльніст",5.27811465923052
"іде",5.27811465923052
"кну",5.27811465923052
"курс",5.27811465923052
"проект",5.27811465923052
"проєкт",5.27811465923052
"служб",5.27811465923052
"тарас",5.27811465923052
"шевченк",5.27811465923052
"прогр",5.14809708590579
"ведуч",5.01105187398147
"кореспондент",5.01105187398147
"університет",5.01105187398147
"брюссел",4.62133512284145
"вел",4.62133512284145
"газет",4.62133512284145
"ефір",4.62133512284145
"журналіст",4.62133512284145
"іноземн",4.62133512284145
"працювал",4.62133512284145
"програм",4.62133512284145
"факультет",4.62133512284145
"раді",4.37413907607577
"свобод",4.03766683945455
"«європ",3.89182029811063
"«київськ",3.89182029811063
"«українськ",3.89182029811063
"available",3.89182029811063
"currently",3.89182029811063
"financial",3.89182029811063
"media",3.89182029811063
"reuters",3.89182029811063
"source",3.89182029811063
"times",3.89182029811063
"вед",3.89182029811063
"випускниц",3.89182029811063
"громадськ",3.89182029811063
"економіст",3.89182029811063
"журнал",3.89182029811063
"журналістк",3.89182029811063
"закінч",3.89182029811063
"закінчил",3.89182029811063
"зв’язку»",3.89182029811063
