"word","freq"
"україн",87
"прав",63
"українськ",45
"груп",44
"європейськ",41
"єс",33
"російськ",31
"жінок",29
"зокрем",29
"країн",29
"документ",27
"жінк",26
"асд",25
"свобод",24
"ма",23
"політичн",23
"національн",21
"політик",21
"суспільств",21
"люд",21
"тон",21
"вибор",20
"ультраправ",20
"соцмереж",19
"спільнот",19
"закон",18
"зсу",18
"виток",18
"війн",18
"гамбашидз",18
"парт",18
"кількіст",17
"сил",17
"мед",17
"росі",17
"вторгненн",16
"гендерн",16
"повномасштабн",16
"чоловік",16
"парламент",16
"парті",16
"представник",16
"президент",16
"раді",16
"друг",15
"німеччин",15
"європарламент",15
"шведськ",15
"йдет",14
"фейк",14
"французьк",14
"жарт",14
"наприклад",13
"команд",13
"коментар",13
"робот",13
"стат",13
"телебаченн",13
"рівн",13
"ольг",13
"швеці",13
"посад",12
"військов",12
"віктор",12
"допомог",12
"журналіст",12
"захист",12
"заяв",12
"мают",12
"офіційн",12
"париж",12
"стал",12
"схем",12
"українц",12
"олімпіад",12
"ситуац",12
"велик",12
"заход",12
"головн",11
"житт",11
"журналістськ",11
"києв",11
"медведчук",11
"місц",11
"проєкт",11
"розповід",11
"розслідуван",11
"телеканал",11
"лгбтк",11
"депутат",11
"поясню",11
"віде",10
"військовослужбовц",10
"згідн",10
"наратив",10
"підтримк",10
"склад",10
"створенн",10
"фон",10
"мар",10
"равлик",10
"оборон",9
"рівност",9
"стан",9
"безпек",9
"громадян",9
"дер",9
"західн",9
"комісі",9
"ляєн",9
"майбутн",9
"мет",9
"соціальн",9
"украин",9
"олімпійськ",9
"ситуаці",9
"час",9
"законодавств",9
"момент",9
"питанн",9
"лукян",9
"мельник",9
"іванн",9
"ді",8
"міжнародн",8
"найбільш",8
"нин",8
"окрем",8
"активн",8
"американськ",8
"володимир",8
"гол",8
"голос",8
"заявил",8
"лідер",8
"мал",8
"мов",8
"назв",8
"німецьк",8
"організаці",8
"перш",8
"повязан",8
"політтехнолог",8
"працюв",8
"прям",8
"тем",8
"хотіл",8
"сен",8
"держав",8
"конкретн",8
"певн",8
"погляд",8
"svt",8
"випуск",8
"шлюб",8
"бо",7
"військ",7
"державн",7
"забезпеченн",7
"збройн",7
"змін",7
"останн",7
"питан",7
"пол",7
"альтернатив",7
"антиукраїнськ",7
"влад",7
"думк",7
"зеленськ",7
"значн",7
"колишн",7
"матеріал",7
"основн",7
"отримал",7
"проведенн",7
"прогр",7
"публікаці",7
"підтрим",7
"рух",7
"серпн",7
"участ",7
"червн",7
"відкритт",7
"заклик",7
"змаганн",7
"організатор",7
"показ",7
"раз",7
"скарг",7
"шо",7
"ecr",7
"крил",7
"наслідк",7
"рамк",7
"союз",7
"активізм",7
"дискримінац",7
"досвід",7
"жил",7
"біженк",7
"конституційн",7
"військовослужбовиц",6
"міністерств",6
"повідомил",6
"рівен",6
"служб",6
"форм",6
"аналітик",6
"виклик",6
"відповід",6
"діт",6
"загроз",6
"контент",6
"кремл",6
"мереж",6
"негативн",6
"план",6
"поширенн",6
"просув",6
"рад",6
"світ",6
"слов",6
"співпрац",6
"умов",6
"урсул",6
"файл",6
"чинн",6
"член",6
"ім",6
"боксерк",6
"водночас",6
"міст",6
"погроз",6
"річк",6
"франці",6
"хеліф",6
"церемоні",6
"людин",6
"одностатев",6
"партнерств",6
"бок",6
"вступ",6
"демократ",6
"зрозуміл",6
"представництв",6
"процес",6
"сфер",6
"ідентичніст",6
"робит",6
"українок",6
"скадовськ",6
"безпосередн",5
"бойов",5
"відомств",5
"дан",5
"жіноч",5
"літн",5
"центр",5
"бот",5
"біженц",5
"більшіст",5
"вересн",5
"виступ",5
"довел",5
"журналістк",5
"зрешт",5
"кампан",5
"компані",5
"конкурс",5
"лют",5
"мелон",5
"можлив",5
"нов",5
"орган",5
"повн",5
"послідовн",5
"працю",5
"проблем",5
"проросійськ",5
"ред",5
"сайт",5
"січн",5
"фестивал",5
"частин",5
"інформаційн",5
"італі",5
"батьк",5
"вод",5
"критик",5
"липн",5
"макрон",5
"почал",5
"цінност",5
"іман",5
"надал",5
"незалежн",5
"цивільн",5
"вплив",5
"загальн",5
"належ",5
"позиц",5
"ухвалил",5
"єк",5
"березн",5
"більш",5
"відчул",5
"насильств",5
"ал",5
"етнічн",5
"коміс",5
"норм",5
"розважальн",5
"українк",5
"грузі",5
"квартал",5
"номер",5
"скетч",5
"міноборон",4
"називают",4
"отрим",4
"показник",4
"уваг",4
"doppelganger",4
"абсолютн",4
"автор",4
"адміністраці",4
"вид",4
"виданн",4
"визначенн",4
"використов",4
"відбув",4
"військовополонен",4
"громадськ",4
"депут",4
"заборонен",4
"завданн",4
"загал",4
"запит",4
"згод",4
"зрад",4
"керівництв",4
"марін",4
"мем",4
"мер",4
"мрі",4
"одраз",4
"опублікован",4
"організац",4
"пен",4
"перебув",4
"переважн",4
"передбач",4
"працювал",4
"президентк",4
"приклад",4
"пропаганд",4
"рейтинг",4
"реклам",4
"спосіб",4
"створен",4
