"word","freq"
"україн",125
"жінок",92
"жінк",75
"гендерн",66
"прав",63
"українськ",51
"чоловік",46
"ма",42
"політичн",40
"парламент",37
"соціальн",37
"влад",36
"політик",34
"суспільств",34
"закон",33
"рад",32
"лів",32
"рівност",31
"людин",30
"питанн",29
"європейськ",29
"стат",28
"країн",28
"квот",28
"слов",27
"верховн",26
"перш",26
"представник",25
"експерт",25
"діт",25
"зокрем",24
"свобод",23
"депутат",23
"законопроект",23
"рівн",23
"держав",22
"місц",22
"говорит",21
"ден",21
"норм",21
"парт",21
"житт",21
"думк",20
"реж",20
"сил",20
"сінченк",20
"депут",19
"дискримінаці",19
"жіноч",19
"раді",19
"раз",19
"петр",19
"проблем",19
"світ",19
"парті",19
"люд",18
"робот",18
"вибор",18
"міжнародн",17
"сексуальн",17
"ді",17
"злочин",17
"єс",17
"дмитр",17
"громадськ",16
"більшіст",15
"нов",15
"кількіст",15
"порошенк",15
"європ",15
"вваж",15
"конфлікт",15
"мают",15
"родин",15
"кодекс",14
"лгбт",14
"гол",14
"дод",14
"заяв",14
"питан",14
"стал",14
"місцев",14
"списк",14
"катерин",14
"війн",14
"пан",14
"available",13
"currently",13
"media",13
"source",13
"національн",13
"ознак",13
"рівніст",13
"необхідн",13
"територі",13
"факт",13
"ірин",13
"батьк",13
"істор",13
"сексизм",13
"рух",13
"ге",12
"минул",12
"отрим",12
"безвізов",12
"орган",12
"насильств",12
"участ",12
"історі",12
"везєлєв",12
"кпу",12
"дан",11
"заборон",11
"можлив",11
"наскільк",11
"організаці",11
"результат",11
"трудов",11
"домашн",11
"перспектив",11
"принцип",11
"будьяк",11
"змін",11
"прац",11
"ситуац",11
"квотуванн",11
"частин",11
"зон",11
"компарті",11
"березн",11
"вимог",10
"громадян",10
"дискримінац",10
"лгбтспільнот",10
"приклад",10
"підтримк",10
"релігійн",10
"союз",10
"справ",10
"ухваленн",10
"церкв",10
"ціл",10
"поч",10
"центр",10
"державн",10
"нараз",10
"різн",10
"психолог",10
"рол",10
"син",10
"симоненк",10
"велик",9
"допомог",9
"дослідженн",9
"законодавств",9
"наприклад",9
"уваг",9
"блок",9
"бок",9
"візов",9
"друг",9
"зазнач",9
"зал",9
"корупційн",9
"кримінальн",9
"міністр",9
"нин",9
"повинн",9
"рішенн",9
"переконан",9
"зауваж",9
"міністерств",9
"населенн",9
"ненавист",9
"поясню",9
"тем",9
"активн",9
"водночас",9
"оон",9
"певн",9
"подібн",9
"політиц",9
"дитин",9
"розповід",9
"сім",9
"російськ",9
"комуніст",9
"вплив",8
"груп",8
"законодавч",8
"марш",8
"мов",8
"означ",8
"покаранн",8
"розгляд",8
"рівен",8
"комітет",8
"лібералізаці",8
"наступн",8
"осіб",8
"прогр",8
"іде",8
"сфер",8
"умов",8
"зорян",8
"напад",8
"луценк",8
"представниц",8
"частк",8
"виставк",8
"реч",8
"взагал",7
"гот",7
"захист",7
"заход",7
"народн",7
"опор",7
"організац",7
"особ",7
"працівник",7
"підтрим",7
"ставленн",7
"статт",7
"шлюб",7
"індекс",7
"арешт",7
"виборц",7
"києв",7
"кількост",7
"майн",7
"окупован",7
"пакет",7
"президент",7
"справжн",7
"українц",7
"заклик",7
"орієнтаці",7
"стан",7
"чин",7
"ки",7
"кінотеатр",7
"мал",7
"намір",7
"останн",7
"визн",7
"обовязк",7
"обєднанн",7
"переважн",7
"стереотип",7
"університет",7
"рідн",7
"ярош",7
"свят",7
"франці",7
"активіст",6
"виклик",6
"колег",6
"недискримінаці",6
"показ",6
"поправк",6
"потрібн",6
"правозахисн",6
"працю",6
"стосуєт",6
"сімейн",6
"точк",6
"існ",6
"антикорупційн",6
"боротьб",6
"геращенк",6
"голос",6
"жовтн",6
"повернул",6
"тимчасов",6
"уряд",6
"ухвалил",6
"читанн",6
"інститут",6
"ініціатив",6
"можливост",6
"обмеженн",6
"загал",6
"план",6
"випадк",6
"звичайн",6
"кажут",6
"правозахисник",6
"рок",6
"рук",6
"вважают",6
"вищ",6
"діяльност",6
"лідер",6
"менш",6
"над",6
"партійн",6
"потрапит",6
"робит",6
"суспільн",6
"традиційн",6
"швец",6
"слід",6
"фот",6
"посад",6
"донбас",6
"луганськ",6
"регіон",6
"поді",6
"світов",6
"філіпішин",6
"бізнес",5
"відом",5
"гомофобн",5
