"word","freq"
"україн",225
"жінок",174
"жінк",138
"насильств",105
"прав",100
"гендерн",90
"чоловік",80
"військов",74
"країн",70
"українськ",69
"закон",60
"свобод",56
"раді",55
"робот",51
"рівност",50
"слов",49
"ма",48
"люд",45
"нов",44
"діт",43
"рішенн",43
"політичн",43
"європейськ",41
"нат",41
"трамп",41
"документ",40
"конвенці",40
"стат",39
"світ",39
"сша",39
"зокрем",38
"президент",38
"змін",37
"захист",36
"посад",36
"школ",36
"політик",35
"стал",35
"суспільств",35
"домашн",34
"перш",34
"уряд",34
"театр",34
"облік",33
"рівн",33
"людин",32
"конвенц",32
"європ",32
"місц",31
"участ",31
"міжнародн",31
"безпек",30
"різн",30
"назв",30
"влад",29
"мают",29
"соціальн",29
"можливост",29
"ді",28
"житт",28
"жіноч",28
"києв",27
"міст",27
"освіт",27
"питанн",27
"служб",27
"парламент",27
"випадк",26
"дан",26
"бок",25
"війн",25
"народ",25
"тем",25
"напад",25
"боротьб",25
"угорщин",25
"заяв",24
"цінност",24
"спільн",24
"вваж",23
"велик",23
"проєкт",23
"стамбульськ",23
"союз",23
"уваг",23
"депутат",23
"державн",22
"питан",22
"повідомил",22
"рок",22
"сил",22
"заход",22
"верховн",22
"проблем",22
"разумк",22
"угод",22
"туреччин",22
"національн",21
"профес",21
"рівніст",21
"понятт",21
"підтримк",21
"суд",21
"гендер",20
"держав",20
"думк",20
"міністерств",20
"міністр",20
"останн",20
"створенн",20
"реформ",20
"погляд",20
"рад",20
"обєднанн",20
"важлив",19
"російськ",19
"річн",19
"слуг",19
"парті",19
"музичн",19
"отрим",19
"навчанн",18
"імен",18
"зеленськ",18
"саміт",18
"березн",18
"батьк",18
"липн",18
"фільм",18
"дод",17
"здоров",17
"комітет",17
"мал",17
"наприклад",17
"раз",17
"склад",17
"університет",17
"байден",17
"заявил",17
"окрем",17
"росі",17
"головн",17
"програм",17
"столітт",17
"заклик",16
"план",16
"приклад",16
"сбу",16
"йдет",16
"офіційн",16
"оон",16
"запобіганн",16
"містит",16
"текст",16
"ден",16
"груп",16
"сексизм",16
"вибор",16
"власн",15
"збройн",15
"нин",15
"істор",15
"володимир",15
"шлях",15
"партнер",15
"прац",15
"оксан",15
"робоч",15
"час",15
"членств",15
"ультраправ",15
"військ",14
"досвід",14
"дівчат",14
"можлив",14
"оборон",14
"організаці",14
"єдин",14
"регіон",14
"лгбт",14
"запровадженн",14
"консервативн",14
"рол",14
"форм",14
"єс",14
"минул",14
"орган",14
"процес",14
"вперш",14
"оркестр",14
"співпрац",14
"чоловіч",14
