"word","freq"
"жінок",77
"чит",65
"жінк",58
"україн",49
"гендерн",34
"служб",31
"посад",26
"військов",25
"оборон",25
"сил",24
"міністр",22
"нов",22
"уряд",21
"перш",21
"шейнбаум",21
"насильств",20
"прав",20
"збройн",19
"чоловік",18
"участ",17
"українськ",17
"країн",17
"міжнародн",16
"програм",16
"проєкт",16
"мексик",16
"стат",15
"міністерств",15
"сфер",15
"мают",14
"жіноч",14
"зсу",14
"захист",13
"можливост",13
"питанн",13
"хеліф",13
"військ",13
"місц",12
"сексуальн",12
"слов",12
"зокрем",12
"канад",12
"мексиц",12
"дані",12
"йдет",11
"стан",11
"дан",11
"забезпеченн",11
"план",11
"заяв",10
"національн",10
"рівн",10
"центр",10
"ініціатив",10
"ма",10
"розвитк",10
"ікжц",10
"стату",10
"організац",9
"повязан",9
"представник",9
"документ",9
"можливіст",9
"церкв",9
"член",9
"міноборон",9
"здоров",9
"стал",9
"допомог",9
"створенн",9
"начальник",9
"meta",9
"зазначаєт",8
"нараз",8
"католицьк",8
"світ",8
"нат",8
"прогр",8
"президентк",8
"професійн",8
"раз",8
"комітет",8
"репродуктивн",8
"морган",8
"політик",8
"безпек",8
"повн",8
"реклам",8
"влад",7
"повідомленн",7
"повідомля",7
"підтримк",7
"соціальн",7
"робот",7
"рівност",7
"заход",7
"офіційн",7
"стандарт",7
"історі",7
"боротьб",7
"компан",7
"люд",7
"мексиканськ",7
"повідомил",7
"президент",7
"груп",7
"ді",7
"кількіст",7
"навчанн",7
"мал",7
"рівніст",7
"рішенн",7
"олімпійськ",7
"гітінг",7
"місяц",7
"наприклад",7
"отрим",7
"каріньян",7
"штаб",7
"приз",7
"призовник",7
"google",7
"законопроєкт",7
"снпк",7
"доступ",6
"університет",6
"велик",6
"диякон",6
"питан",6
"створен",6
"сша",6
"вперш",6
"впровадженн",6
"відомств",6
"війн",6
"військовослужбовиц",6
"млн",6
"спільн",6
"воєнн",6
"відом",6
"дефіцит",6
"діт",6
"заявил",6
"майбутн",6
"минул",6
"організаці",6
"пиш",6
"попередн",6
"путін",6
"важлив",6
"підприємств",6
"транспорт",6
"проблем",6
"відповідн",6
"уельс",6
"картк",6
"бойов",6
"армі",6
"обовязков",6
"зробил",6
"данськ",6
"неньк",6
"вид",5
"згод",5
"незалежн",5
"примус",5
"протест",5
"більшіст",5
"директорк",5
"пап",5
"прац",5
"римськ",5
"розширенн",5
"управлінн",5
"частин",5
"школ",5
"лав",5
"меж",5
"трюд",5
"умов",5
"reuters",5
"вибор",5
"вторгненн",5
"відзнач",5
"держав",5
"економік",5
"злочин",5
"клауд",5
"освіт",5
"осн",5
"пообіцял",5
"реформ",5
"спрямован",5
"інавгурац",5
"культур",5
"над",5
"повномасштабн",5
"працюют",5
"справ",5
"олімпіад",5
"відставк",5
"піт",5
"бізнес",5
"долар",5
"загальн",5
"кошт",5
"міністерк",5
"тисяч",5
"дотриманн",5
"потреб",5
"військовослужбовц",5
"наступн",5
"контент",5
"msi",5
"звіт",5
"енгельшмідт",5
"копенгаген",5
"памятник",5
"amnesty",4
"зазначил",4
"повинн",4
"news",4
"вивченн",4
"впевнен",4
"жовтн",4
"заклик",4
"момент",4
"наст",4
"передбач",4
"результат",4
"священник",4
"аналіз",4
"допомож",4
