"word","freq"
"україн",116
"прав",98
"жінок",91
"жінк",87
"українськ",64
"чоловік",53
"гендерн",50
"міжнародн",44
"людин",43
"суспільств",43
"влад",41
"насильств",38
"ма",35
"проблем",32
"представник",32
"європейськ",32
"рівност",31
"єс",31
"країн",30
"крим",30
"росі",29
"мают",28
"політик",26
"підтримк",26
"кримськ",26
"питанн",25
"жіноч",24
"свобод",23
"держав",23
"конфлікт",21
"посад",20
"захист",20
"татар",20
"питан",19
"російськ",19
"місц",19
"верховн",18
"домашн",18
"рад",18
"раді",18
"закон",18
"експерт",17
"стереотип",17
"тиск",17
"савченк",17
"ді",17
"законопроект",17
"справ",17
"рос",17
"організаці",17
"люд",16
"стал",16
"стат",16
"громадськ",16
"зокрем",16
"повинн",16
"сексуальн",16
"рівн",16
"робот",16
"парламент",15
"заход",15
"говорит",15
"європ",15
"заклик",15
"березн",15
"боротьб",14
"нов",14
"злочин",14
"національн",14
"правозахисник",14
"війн",14
"суд",14
"фестивал",14
"ставленн",13
"вваж",13
"житт",13
"дод",13
"змін",13
"реформ",13
"уваг",13
"організац",13
"сел",13
"дан",12
"певн",12
"робит",12
"родин",12
"рол",12
"світ",12
"дослідженн",12
"президент",12
"раз",12
"рівніст",12
"імен",12
"меншин",12
"партнер",12
"вплив",12
"ситуац",12
"ситуаці",12
"ром",12
"заяв",12
"бок",12
"важлив",11
"випадк",11
"діт",11
"рок",11
"депутат",11
"думк",11
"лгбтспільнот",11
"розповід",11
"сфер",11
"києв",11
"останн",11
"путін",11
"українц",11
"безпек",11
"жертв",11
"підтрим",11
"півостр",11
"європарламент",11
"дівчат",10
"працюв",10
"соціальн",10
"центр",10
"вважают",10
"слов",10
"комітет",10
"місцев",10
"пар",10
"партнерств",10
"населенн",10
"половин",10
"форум",10
"насправд",10
"гендер",10
"допомог",10
"насилл",10
"рішенн",10
"вірмені",10
"ден",10
"будьяк",9
"займ",9
"потрібн",9
"реч",9
"університет",9
"час",9
"школ",9
"груп",9
"дискримінаці",9
"різн",9
"діяльніст",9
"над",9
"орган",9
"складн",9
"зазнач",9
"регіон",9
"минул",9
"реж",9
"систем",9
"карабас",9
"нин",9
