"word","freq"
"україн",263
"прав",172
"жінк",146
"жінок",142
"гендерн",115
"чоловік",94
"українськ",83
"свобод",74
"насильств",70
"раді",68
"рівност",68
"політик",65
"проект",57
"люд",56
"слов",55
"питанн",53
"рівн",53
"країн",50
"ма",48
"соціальн",47
"нов",46
"європейськ",46
"домашн",45
"військов",45
"заяв",44
"канад",44
"діт",43
"громадськ",42
"президент",42
"єс",42
"питан",41
"говорит",39
"людин",39
"перш",39
"сексуальн",39
"суспільств",39
"бок",39
"робот",39
"кодекс",39
"марш",39
"зокрем",38
"києв",37
"верховн",37
"комітет",37
"мают",36
"національн",36
"представник",36
"трудов",36
"підтримк",35
"дитин",35
"безпек",35
"закон",34
"змін",34
"стал",34
"проблем",33
"сфер",33
"рад",32
"українц",32
"документ",32
"ді",32
"зазнач",32
"європ",31
"ден",31
"груп",31
"посад",31
"державн",30
"важлив",29
"журналіст",29
"можливост",29
"останн",29
"законопроект",29
"учасник",29
"влад",28
"думк",28
"міжнародн",28
"перелік",28
"рок",28
"справ",28
"дискримінац",28
"трамп",28
"вваж",27
"міністр",27
"законодавств",27
"експерт",27
"велик",26
"організаці",26
"уряд",26
"міністерств",26
"активіст",26
"міст",26
"дан",25
"працюв",25
"прогр",25
"стамбульськ",25
"донбас",25
"депутат",25
"парламент",25
"ірин",25
"жіноч",25
"сектор",25
"дискримінаці",25
"реж",24
"служб",24
"оон",24
"сил",24
"батьк",24
"випадк",23
"родин",23
"офіційн",23
"захист",23
"суд",23
"уповноважен",23
"кримськ",23
"книжк",23
"раз",22
"ситуац",22
"конфлікт",22
"повязан",22
"певн",22
"повинн",22
"частин",22
"розповід",22
"різн",22
"місц",21
"організац",21
"головн",21
"центр",21
"березн",21
"держав",20
"рівніст",20
"стат",20
"сім",20
"боротьб",20
"процес",20
"світ",20
"народн",20
"протиді",20
"оборон",20
"йдет",20
"рішенн",20
"поліці",20
"заход",20
"умов",19
"норм",19
"участ",19
"числ",19
"розвитк",19
"здоров",19
"житт",18
"конвенці",18
"мал",18
"принцип",18
"робит",18
"уваг",18
"друг",18
"збройн",18
"орган",18
"вимог",18
"мам",18
"позиц",18
"крим",18
"прац",18
"вашингтон",18
"війн",17
"допомог",17
"жертв",17
"конвенц",17
"реформ",17
"час",17
"гол",17
"доступ",17
"план",17
"склад",17
"стереотип",17
"лгбтспільнот",17
"поліц",16
"отрим",16
"січн",16
"безвізов",16
"забезпеченн",16
"шлях",16
"ознак",16
"форум",16
"акц",16
"правозахисник",16
"офіс",16
"взагал",15
"власн",15
"злочин",15
"працівник",15
"відносин",15
"ки",15
"подібн",15
"стосуєт",15
"фріланд",15
"будьяк",15
"відкрит",15
"працю",15
"відповід",15
"згод",15
"дональд",15
"минул",15
"facebook",15
"нараз",15
