"word","freq"
"україн",29
"насильств",26
"жінк",19
"жінок",18
"країн",18
"оборон",17
"територіальн",16
"італі",13
"документ",12
"служб",11
"військов",11
"домашн",10
"захист",10
"конвенці",10
"прав",10
"чоловік",10
"процес",9
"суд",9
"міст",9
"гендерн",8
"закон",8
"слов",8
"стамбульськ",8
"судд",8
"област",8
"заяв",7
"конвенц",7
"соціальн",7
"відновленн",7
"батальйон",7
"бригад",7
"мотузяник",7
"тро",7
"випадк",6
"дан",6
"експерт",6
"людин",6
"міжнародн",6
"раз",6
"свобод",6
"сімейн",6
"європейськ",6
"італійськ",6
"президент",6
"склад",6
"резерв",6
"сил",6
"боротьб",5
"держав",5
"діт",5
"жертв",5
"ма",5
"орган",5
"передбачен",5
"потерпіл",5
"раді",5
"реформ",5
"робот",5
"рок",5
"рішенн",5
"фемініцид",5
"центр",5
"шлях",5
"володимир",5
"зокрем",5
"луган",5
"обєкт",5
"росі",5
"маріупол",5
"навчанн",5
"херсонськ",5
"агресі",4
"відповідальніст",4
"відповідн",4
"дод",4
"допомог",4
"житт",4
"законодавч",4
"медичн",4
"міністерств",4
"місц",4
"місцев",4
"назв",4
"національн",4
"останн",4
"потреб",4
"підтримк",4
"статистик",4
"суспільств",4
"європ",4
"декларац",4
"зеленськ",4
"конференц",4
"містит",4
"сша",4
"завданн",4
"нараз",4
"питанн",4
"понятт",4
"частин",4
"безпек",4
"зазнач",4
"контракт",4
"обласн",4
"розпов",4
"тероборон",4
"формуванн",4
"херсон",4
"акт",3
"вдом",3
"виконанн",3
"державн",3
"джордж",3
"запобіг",3
"запровадил",3
"звертают",3
"злочин",3
"зобовязанн",3
"йдет",3
"кодекс",3
"колишн",3
"кінц",3
"мают",3
"місяц",3
"наданн",3
"наступ",3
"недостатн",3
"однозначн",3
"окрем",3
"позитивн",3
"політик",3
"поліці",3
"порад",3
"правоохоронц",3
"працю",3
"проблем",3
"ратифікац",3
"реч",3
"родин",3
"розповід",3
"рівн",3
"сильв",3
"ситуац",3
"справ",3
"справедливост",3
"стал",3
"тем",3
"трьох",3
"червон",3
"італ",3
"військ",3
"заклик",3
"липн",3
"маєм",3
"принцип",3
"рівніст",3
"трив",3
"швейцарськ",3
"вимог",3
"гендер",3
"загроз",3
"меж",3
"ратифікув",3
"сайт",3
"стат",3
"створенн",3
"текст",3
"форм",3
"військовослужбовц",3
"гот",3
"громад",3
"ді",3
"збор",3
"збро",3
"зсу",3
"основн",3
"особов",3
"поч",3
"приазов",3
"приходьк",3
"район",3
"резервіст",3
"розгортанн",3
"систем",3
"створюв",3
"сформован",3
"січн",3
"укритт",3
"цивільн",3
"grevio",2
"repubblica",2
"автоматичн",2
"адвокат",2
"адвокатк",2
"активіст",2
"апеннін",2
"асоціаці",2
"батьківськ",2
"бит",2
"бок",2
"вважают",2
"вважаєт",2
"взагал",2
"взял",2
"вид",2
"вирок",2
"висок",2
"водночас",2
"вол",2
"відповід",2
"вік",2
"вір",2
"головн",2
"голосн",2
"джуффрід",2
"дня",2
"досвід",2
"журналіст",2
"жінкажертв",2
"жінц",2
"забр",2
"загальн",2
"залишаєт",2
"запобіганн",2
"застосовув",2
"зауважуют",2
"захищ",2
"зван",2
"зобовяз",2
"зобовязан",2
"карабінер",2
"кер",2
"комітет",2
"контролююч",2
"конфлікт",2
"кривдник",2
"кримінальн",2
"кров",2
"крок",2
"мет",2
"минул",2
"можливост",2
"момент",2
"муратор",2
"міністр",2
"нагальн",2
"наскільк",2
"необхідніст",2
"низк",2
"особлив",2
"пар",2
"перш",2
"повинн",2
"показник",2
"покаранн",2
"поліц",2
"попередн",2
"поширен",2
"правоохоронн",2
"приклад",2
"продовжуют",2
"психологічн",2
"підготовк",2
"рад",2
"ратифікувал",2
"реальн",2
"римськ",2
"рол",2
"рівен",2
"самотн",2
"слід",2
"стан",2
"стереотип",2
"сторон",2
"страсбург",2
"страсбурз",2
"сфер",2
"убивств",2
"уваг",2
"українц",2
"ум",2
"ухвал",2
"ухвален",2
"факт",2
"фактичн",2
"фот",2
"фізичн",2
"швидк",2
"явищ",2
"ід",2
"інформ",2
"історі",2
"viber",2
"агрес",2
"велик",2
"відбудов",2
"війн",2
"долучайт",2
"досягненн",2
"зробит",2
"кассіс",2
"люд",2
"москв",2
"план",2
"представник",2
"привіт",2
"прискоренн",2
"підвищенн",2
"підпис",2
"підписант",2
"підтримув",2
"рос",2
"спільнот",2
"тривал",2
"чин",2
"верховн",2
"визнав",2
"відтак",2
"гарант",2
"ердоган",2
"запровадженн",2
"означ",2
"осіб",2
"парламент",2
"передбач",2
"положенн",2
"туреччин",2
"шлюб",2
"єдин",2
"інтер",2
"бомбосховищ",2
"влад",2
"воєнн",2
"вторгненн",2
"гол",2
"дислокаці",2
"етап",2
"ефір",2
"заход",2
"збройн",2
"карт",2
"командир",2
"кордон",2
"крим",2
"лагут",2
"маріупольськ",2
"мешканц",2
"мирн",2
"мост",2
"міськ",2
"найближч",2
"необхідн",2
"новин",2
"обладнанн",2
"облік",2
"олександр",2
"охоч",2
"поясн",2
"поясню",2
"провест",2
"програм",2
"протиді",2
"спеціальн",2
"стеблін",2
"управлінн",2
"фонд",2
"формуєт",2
"хоч",2
"цікавл",2
"ціл",2
"інформаціє",2
"global",1
"istat",1
"porn",1
"report",1
"revenge",1
"агресивн",1
"агресор",1
"адвокад",1
"адвокатизахисник",1
"акц",1
"альтернативн",1
"альфонс",1
"алімент",1
"аналогічн",1
"аналітикин",1
"апріор",1
"арм",1
"асистент",1
"атмосфер",1
"банальн",1
"батьк",1
"безсил",1
"бо",1
"бонафед",1
"боял",1
"брак",1
"брат",1
"важлив",1
"вбивств",1
"вбит",1
"ведут",1
"венец",1
"вердикт",1
"вивченн",1
"вигляд",1
"визначенн",1
"виклик",1
"викорінюв",1
"викрив",1
"викривайт",1
"вин",1
"винест",1
"винос",1
"вирішенн",1
"висновк",1
"виховуюч",1
"вишкол",1
"вияв",1
"виявленн",1
"внутрішн",1
"встановлюв",1
"вторинн",1
"від",1
"відбул",1
"відведенн",1
"відділк",1
"віде",1
"відмін",1
"відповідальност",1
"відпустк",1
"відсоток",1
"відсутн",1
"відсутніст",1
"віктимізаці",1
"гаманец",1
"гасл",1
"говор",1
"год",1
"голосуванн",1
"грабл",1
"громадянц",1
"груп",1
"гідн",1
"давн",1
"двер",1
"декораціє",1
"ден",1
"десятилітт",1
"джузеппін",1
"дзвон",1
"дизайнерк",1
"дискримінац",1
"дискус",1
"дитинупідлітк",1
"дням",1
"дні",1
"днів",1
"довідк",1
"доган",1
"додатк",1
"додаток",1
"дозволя",1
"доказ",1
"домаг",1
"домогл",1
"домогт",1
"допомогт",1
"допоможем",1
"допомоз",1
"досліджув",1
"дослідниц",1
"досягнен",1
"дотримув",1
"драматичн",1
"друг",1
"другорядн",1
"дружин",1
"думк",1
"дітьм",1
"дієвіш",1
"еволюц",1
"ексклюзивн",1
"експодруз",1
"ефективн",1
"жахітт",1
"живимиздоров",1
"живуч",1
"жіновбивств",1
"жіноцтв",1
"жіноч",1
"жінціжертв",1
"завдают",1
"загинул",1
"зазнал",1
"зайнятіст",1
"закликают",1
"законодавств",1
"залит",1
"залишают",1
"залишил",1
"замінюют",1
"записан",1
"заслух",1
"заспокійлив",1
"заступ",1
"зауважил",1
"заявляют",1
"зверненн",1
"звернул",1
"звичн",1
"звіт",1
"згадан",1
"здійснен",1
"здійснит",1
"зменшуєт",1
"змож",1
"змушен",1
"змін",1
"змінил",1
"змінит",1
"змінюют",1
"знайшо",1
"значн",1
"зневір",1
"зовнішн",1
"зосередит",1
"зпоміж",1
"зроблен",1
"зяв",1
"кайдан",1
"конвенціє",1
"констат",1
"кореспондентк",1
"корист",1
"красномовн",1
"криміналізац",1
"кричал",1
"кричущ",1
"культур",1
"культурн",1
"кухн",1
"кількіст",1
"лавок",1
"листопад",1
"лун",1
"лікарн",1
"лікарнян",1
"малюют",1
"мам",1
"мар",1
"маскулінн",1
"матер",1
"матеріал",1
"медперсонал",1
"мереж",1
"метод",1
"молод",1
"моніторинг",1
"міланськ",1
"мітинг",1
"нагад",1
"наголош",1
"надзвичайн",1
"назвеш",1
"називают",1
"наймают",1
"намаганн",1
"напад",1
"наприклад",1
"насильст",1
"наслідуванн",1
"насправд",1
"настільк",1
"наявніст",1
"небажанн",1
"небезпек",1
"невол",1
"невтішн",1
"негуманн",1
"недооцінюют",1
"неповнолітн",1
"нерівномірн",1
"несплачен",1
"низьк",1
"нов",1
"нововведен",1
"обставин",1
"оглядач",1
"ок",1
"оплачуван",1
"оптимістичн",1
"опікунств",1
"особ",1
"оціню",1
"очік",1
"пан",1
"папер",1
"паркан",1
"парламентар",1
"партнер",1
"партнерц",1
"патріархальн",1
"пач",1
"пекл",1
"переважн",1
"передумуют",1
"пережив",1
"пережит",1
"перекладаюч",1
"переконуюч",1
"переслідуванн",1
"персонал",1
"період",1
"площ",1
"поборот",1
"побільшал",1
"повертают",1
"поверх",1
"повідомит",1
"под",1
"подал",1
"подач",1
"подают",1
"подружж",1
"пожиттєв",1
"позбавил",1
"позбавл",1
"позбавлен",1
"позбавленн",1
"позовн",1
"показ",1
"поклад",1
"полон",1
"помилк",1
"помстит",1
"помякшувальн",1
"помітн",1
"порв",1
"порнопомст",1
"породж",1
"порівнян",1
"постан",1
"постійн",1
"посід",1
"потрап",1
"потребуют",1
"початк",1
"почувал",1
"почул",1
"почут",1
"поширю",1
"пошкодженн",1
"появ",1
"працездатн",1
"приблизн",1
"прибул",1
"прийшл",1
"применшуют",1
"принизлив",1
"природ",1
"присутн",1
"присутніст",1
"притяг",1
"причин",1
"прогресивн",1
"продовж",1
"продовжув",1
"прокоментув",1
"прокуратур",1
"пролеж",1
"просвітницьковиховн",1
"просунул",1
"прощал",1
"психолог",1
"публічн",1
"півгодин",1
"півсотн",1
"підвищ",1
"підвищен",1
"піддаєт",1
"підлітк",1
"підозрюют",1
"підписа",1
"ратифікаці",1
"ратифікува",1
"революційн",1
"робоч",1
"рожев",1
"розвиток",1
"розвязк",1
"розглядают",1
"розказув",1
"рук",1
"рівност",1
"різновид",1
"річн",1
"санкці",1
"свідченн",1
"свідчит",1
"сексуальн",1
"середньоєвропейськ",1
"сильві",1
"сирот",1
"ситуаці",1
"скасован",1
"слабк",1
"слоган",1
"слів",1
"смерт",1
"солідарност",1
"сотн",1
"спеціалізован",1
"сплатит",1
"сподіваєт",1
"сполох",1
"спотворенн",1
"спричинил",1
"ста",1
"стабільн",1
"ставленн",1
"сталкінг",1
"статт",1
"сторінк",1
"страждают",1
"структур",1
"сувор",1
"судов",1
"сумн",1
"сусідк",1
"сценарі",1
"сім",1
"телевізор",1
"телефон",1
"терор",1
"тижн",1
"тижневик",1
"тодішн",1
"торув",1
"трапляют",1
"трибунал",1
"тримаєт",1
"тримісячн",1
"тілесн",1
"увязненн",1
"умисн",1
"уряд",1
"утримув",1
"ухвалил",1
"ухвалюв",1
"ушкоджен",1
"уявленн",1
"фантаз",1
"фарбуванн",1
"фах",1
"фахівчин",1
"феномен",1
"флешмоб",1
"формулюванн",1
"фінансуванн",1
"характер",1
"хат",1
"цілк",1
"чат",1
"чимал",1
"чинн",1
"член",1
"чоловікакривдник",1
"чотирьох",1
"чутливост",1
"чіп",1
"чітк",1
"шест",1
"школ",1
"шухляд",1
"юстиці",1
"яскрав",1
"євр",1
"євроінституці",1
"єс",1
"іаб",1
"інститут",1
"інструмент",1
"інцидент",1
"істор",1
"італійк",1
"анонсув",1
"брал",1
"британ",1
"вивест",1
"виклад",1
"впевненіст",1
"вів",1
"відбувал",1
"відеовиступ",1
"готуєт",1
"дат",1
"дводенн",1
"денис",1
"десятк",1
"довг",1
"долар",1
"дорог",1
"житлов",1
"забезпечув",1
"завершуюч",1
"закритт",1
"започаткув",1
"засудил",1
"знищен",1
"знищил",1
"зусил",1
"києв",1
"ключов",1
"конференці",1
