"word","freq"
"жінок",320
"жінк",256
"україн",232
"чоловік",176
"суспільн",154
"читайт",137
"прав",136
"світ",129
"гендерн",127
"насильств",125
"військов",115
"новин",115
"робот",96
"житт",94
"країн",94
"частин",89
"слов",86
"фот",84
"ден",84
"форм",83
"історі",81
"головн",80
"стат",76
"жіноч",76
"березн",75
"відом",72
"міст",71
"міжнародн",69
"перш",68
"марш",68
"служб",65
"заяв",64
"облік",64
"талашк",63
"рівн",62
"нов",61
"ма",60
"закон",58
"користувач",57
"віде",56
"міністерств",56
"поді",56
"українськ",56
"telegram",55
"університет",55
"google",54
"мают",54
"пошт",52
"селищ",52
"посад",52
"участ",52
"email",51
"protected",51
"суспільств",51
"діджиталплатформ",50
"заповнит",50
"надсилайт",50
"опублікуєм",50
"пишіт",50
"повідомляйт",50
"станьт",50
"стал",48
"проблем",48
"діт",47
"зокрем",47
"люд",47
"заявил",47
"сша",46
"домашн",46
"національн",45
"сексуальн",45
"місц",44
"рішенн",44
"соціальн",43
"дня",42
"дод",41
"розповіл",41
"груп",41
"акаунт",40
"рад",40
"сексизм",40
"політик",39
"оборон",38
"дівчин",38
"уряд",38
"змін",37
"афганістан",37
"серпн",37
"згод",36
"сил",36
"питанн",35
"батьк",35
"поч",35
"законопроєкт",35
"верховн",34
"організаці",34
"повинн",34
"комітет",33
"українц",33
"міс",33
"дівчат",32
"військ",31
"документ",31
"освіт",31
"дан",31
"річн",31
"думк",31
"підбор",31
"київськ",30
"стереотип",30
"вваж",30
"свят",30
"людин",30
"домаганн",30
"найбільш",30
"коментар",30
"сфер",29
"уваг",29
"фізичн",28
"війн",28
"зазнач",28
"відповід",28
"незалежност",28
"отрим",28
"останн",28
"влад",28
"талібан",28
"володимир",28
"вік",27
"ді",27
"згідн",27
"зсу",27
"можливост",27
"водночас",27
"рівност",27
"парад",27
"школ",27
"президент",27
"парламент",27
"таліб",27
"значн",27
"пап",27
"велик",26
"дослідженн",26
"державн",26
"актор",26
"режисер",26
"випадк",25
"здоров",25
"повязан",25
"раз",25
"робит",25
"різн",25
"рок",25
"захист",25
"липн",25
"заклик",25
"кра",25
"зробит",24
"прац",24
"рух",24
"рівніст",24
"народн",24
"рудик",24
"міністр",23
"певн",23
"підтримк",23
"києв",23
"заход",23
"економічн",23
"рол",23
"назв",23
"повідомленн",23
"виданн",22
"громадськ",22
"міноборон",22
"питан",22
"вимог",22
"ознак",22
"програм",22
"збройн",22
"йдет",22
"учасниц",22
"оон",22
"розслідуванн",22
"викладач",22
"кін",22
"боротьб",22
"конкурс",22
"наказ",21
"правил",21
"штраф",21
"представник",21
"бок",21
"лют",21
"брат",21
"книг",21
"взутт",21
"гол",20
"перелік",20
"працівник",20
"стан",20
"центр",20
"справ",20
"тисяч",20
"зазначил",20
"істор",20
"будьяк",20
"час",20
"обєднан",20
"пандем",20
"необхідн",19
"повідомил",19
"працю",19
"чин",19
"член",19
"розпов",19
"працюв",19
"борот",19
"насилл",19
"організац",19
"родин",19
"вперш",19
"навчанн",19
"сексистськ",19
"виступ",19
"жертв",19
"культур",19
"олімпійськ",19
"телебаченн",19
"франциск",19
"депутат",19
"безпек",18
"відповідальніст",18
"лист",18
"низк",18
"офіційн",18
"профес",18
"став",18
"армі",18
"кількіст",18
"відзнач",18
"оксан",18
"ситуац",18
"захисник",18
"нерівніст",18
"дівчаток",18
"нац",18
"пандемі",18
"європ",18
"важлив",18
"результат",18
"карпенкакар",18
"стамбульськ",18
"серг",18
"камінгаут",18
"відповідн",17
"держав",17
"facebook",17
"висок",17
"американськ",17
"колишн",17
"німеччин",17
"чоловіч",17
"процес",17
"експертк",17
"одяг",17
"додал",17
"друг",17
"попередн",17
"the",17
"ставленн",17
"мет",17
"наступн",17
"прояв",17
"рейтинг",17
"римськ",17
"реклам",17
"керівник",16
"дискримінаці",16
"досвід",16
"повідомля",16
"розповід",16
"мал",16
"медичн",16
"ініціатив",16
"учасник",16
"запропонув",16
"людьм",16
"минул",16
"інститут",16
"covid",16
"кабул",16
"організатор",16
"політичн",16
"театр",16
"туфл",16
"торгівл",16
"сучасн",16
"конкур",16
"грудн",15
"підприємств",15
"бойов",15
"пиш",15
"над",15
"опитан",15
"опитуванн",15
"більшіст",15
"виконавч",15
"говорит",15
"інформаційн",15
"акці",15
"конвенц",15
"коронавірус",15
"наприклад",14
"обовязк",14
"постійн",14
"співробітник",14
"текст",14
"повн",14
"ред",14
"сильн",14
"відкрит",14
"ситуаці",14
"хлопчик",14
"захистит",14
"компан",14
"усуненн",14
"керівництв",14
"прогрес",14
"генеральн",14
"лед",14
"імен",14
"парадн",14
"лгбт",14
"засіданн",14
"тимур",14
"звіт",14
"сенівсуспільн",14
"дитин",13
"досягненн",13
"забезпеченн",13
"загал",13
"законодавч",13
"змінит",13
"народ",13
"працюют",13
"тижн",13
"протест",13
"вчител",13
"служит",13
"валер",13
"відповідальност",13
"керівн",13
"нин",13
"управлінн",13
"хоч",13
"виклик",13
"хотіл",13
"місяц",13
"проєкт",13
"свобод",13
"біл",13
"допомог",13
"залиш",13
"план",13
"особист",13
"вибор",13
"японі",13
"розрив",13
"скарг",13
"світов",13
"європейськ",13
"учн",13
"публічн",13
"можливіст",13
"дітьм",13
"курсантк",13
"зґвалтуванн",13
"догляд",13
"шлюб",13
"директор",13
"депутатк",13
"лувр",13
"висловлюванн",13
"вищ",12
"можлив",12
"нараз",12
"особлив",12
"порушенн",12
"заклад",12
"пояснил",12
"соцмереж",12
"швидк",12
"громадян",12
"переважн",12
"психологічн",12
"підтрим",12
"принцип",12
"директорк",12
"лягл",12
"хлопц",12
"донбас",12
"вдом",12
"ки",12
"маєм",12
"працювал",12
"підпис",12
"умов",12
"зрост",12
"робоч",12
"інформаці",12
"отримув",12
"lego",12
"дат",12
"вимаг",12
"назив",12
"аккаунт",12
"стражд",12
"дрескод",12
"запобіганн",12
"крок",12
"зеленськ",12
"провод",12
"підготовк",12
"факт",12
"традиційн",12
"вплив",12
"студенток",12
"пресслужб",12
"спідниц",12
"голов",12
"французьк",12
"дозвіл",12
"частк",12
"ігор",12
"адміністративн",11
"видавництв",11
"журналіст",11
"обовязок",11
"окрем",11
"проходит",11
"причин",11
"суд",11
"викликал",11
"зробил",11
"міністерк",11
"обовязков",11
"використовув",11
"обмеженн",11
"провест",11
"відмовил",11
"нобелівськ",11
"постраждал",11
"законодавств",11
"охорон",11
"інтерв",11
"жал",11
"под",11
"рук",11
"спеціальн",11
"говор",11
"почал",11
"проводит",11
"вирішил",11
"погляд",11
"гот",11
"зазначаєт",11
"форум",11
"домаган",11
"студент",11
"гідніст",11
"займают",11
"шкіл",11
"секретар",11
"політиц",11
"дискримінаціє",11
"розвитк",11
"гривен",11
"звинуваченн",11
"агентств",11
"лгбтспільнот",11
"борц",11
"візит",11
