"word","freq"
"україн",175
"жінок",155
"жінк",128
"питанн",106
"гендерн",102
"прав",102
"чоловік",98
"країн",93
"ма",92
"українськ",64
"перш",58
"робот",52
"раді",52
"світ",51
"свобод",50
"місц",47
"політик",46
"люд",46
"питан",46
"рівност",44
"президент",43
"рок",42
"рівн",42
"стал",42
"дівчат",41
"взагал",39
"нов",39
"житт",38
"велик",38
"людин",37
"посад",36
"сфер",35
"європейськ",35
"різн",34
"соціальн",34
"раз",33
"наприклад",33
"військов",33
"політичн",32
"робит",32
"спорт",32
"нат",32
"абсолютн",32
"можливост",31
"влад",30
"говорит",30
"працюв",30
"парламент",30
"план",30
"чин",29
"груп",29
"ді",29
"насильств",29
"розповід",29
"квот",29
"маєм",29
"рівніст",29
"головн",29
"відповід",29
"рейтинг",28
"стат",28
"громадськ",28
"досвід",28
"національн",28
"реч",28
"проект",28
"березн",28
"конкурс",28
"випадк",27
"слов",27
"участ",27
"жіноч",26
"мают",26
"суспільств",26
"міжнародн",25
"списк",25
"ірин",25
"історі",25
"міністр",25
"бок",25
"організаці",24
"зробит",24
"освіт",23
"допомог",23
"проблем",23
"верховн",23
"рад",23
"підтримк",23
"економічн",22
"останн",22
"думк",22
"закон",22
"києв",22
"певн",22
"частин",22
"учасниц",22
"вид",22
"діт",21
"забезпеченн",21
"займ",21
"йде",21
"перемог",21
"університет",21
"уряд",21
"європ",21
"заяв",21
"оборон",21
"активн",20
"захист",20
"зна",20
"мал",20
"представник",20
"зеленськ",20
"стереотип",20
"склад",20
"єс",20
"вибор",20
"звіт",19
"світов",19
"батьк",19
"безпек",19
"держав",19
"державн",19
"дівчин",19
"запоріжж",19
"земл",19
"кількіст",19
"напад",19
"працю",19
"справ",19
"гот",19
"стан",19
"сша",19
"дан",19
"важк",18
"власн",18
"заход",18
"міст",18
"нараз",18
"суд",18
"учасник",18
"поч",18
"команд",18
"зсу",18
"змаганн",18
"йдет",17
"боротьб",17
"злочин",17
"змін",17
"кажут",17
"організац",17
"будьяк",17
"важлив",17
"зокрем",17
"постійн",17
"процес",17
"пят",17
"найкращ",17
"парті",17
"економік",16
"дод",16
"зазнач",16
"приклад",16
"єдин",16
"істор",16
"виступ",16
"можлив",16
"результат",16
"уваг",16
"дум",16
"момент",16
"колишн",16
"мет",16
"розвитк",16
"чітк",16
"наступн",16
"міністерств",16
"експерт",15
