"word","freq"
"раді",14
"свобод",14
"редактор",6
"автор",5
"прогр",5
"українськ",5
"кореспондент",4
"ведуч",4
"університет",4
"журналістик",4
"брюссел",3
"вел",3
"ефір",3
"журналіст",3
"іноземн",3
"документальн",3
"працювал",3
"україн",3
"факультет",3
"газет",3
"програм",3
"імен",3
"російськ",3
"громадськ",3
"прав",3
"іван",2
"кореспондентк",2
"financial",2
"reuters",2
"times",2
"випускниц",2
"економіст",2
"звязк",2
"кду",2
"лондон",2
"мар",2
"праз",2
"регіональн",2
"стажувал",2
"тренінг",2
"фах",2
"франкфурт",2
"філолог",2
"центральноєвропейськ",2
"щур",2
"європ",2
"закінчил",2
"кдб",2
"культур",2
"курс",2
"проект",2
"редакці",2
"служб",2
"телевізійн",2
"іде",2
"вед",2
"журнал",2
"закінч",2
"київськ",2
"народ",2
"працюв",2
"спеціаліз",2
"співпрацю",2
"available",2
"currently",2
"media",2
"source",2
"низк",2
"телеканал",2
"ді",2
"діяльніст",2
"журналістк",2
"проєкт",2
"ер",2
"кну",2
"людин",2
"тарас",2
"шевченк",2
"бєляєв",1
"італі",1
"буковин",1
"род",1
"irex",1
"аеропорт",1
"архів",1
"бімедіальн",1
"всесвітн",1
"гельсінськ",1
"головн",1
"голодомор",1
"груп",1
"донецьк",1
"жовтн",1
"зна",1
"книг",1
"коментатор",1
"людьм",1
"міграці",1
"міжнародн",1
"навчальн",1
"національн",1
"новин",1
"організаці",1
"продюсер",1
"пройшл",1
"промед",1
"протиді",1
"радіожурналістик",1
"радіостанці",1
"раз",1
"режисер",1
"ростовськ",1
"сандармох",1
"спецпроект",1
"січ",1
"тел",1
"телерадіокомпані",1
"торгівл",1
"укладач",1
"філософськ",1
"фільм",1
"інтерньюзукраїн",1
"інформаційн",1
"воют",1
"дмитр",1
"вечірн",1
"власт",1
"врангел",1
"відомост",1
"війн",1
"віст",1
"друг",1
"дєнєг",1
"кавалеристидержавник",1
"книжок",1
"кореcпондент",1
"львівськ",1
"маннергейм",1
"міф",1
"політиц",1
"постпоступ",1
"світов",1
"скоропадськ",1
"сум",1
"франк",1
"якбитолог",1
"історичн",1
"історі",1
"білоруськ",1
"виходит",1
"дискусійн",1
"дорог",1
"еспрес",1
"засновник",1
"києв",1
"колумніст",1
"латвійськ",1
"майдан",1
"мду",1
"молод",1
"парламентськ",1
"польськ",1
"політклуб",1
"пострадянськ",1
"присвячен",1
"простор",1
"ізраїльськ",1
"інтернетвидан",1
"badge",1
"end",1
"facebook",1
"аварі",1
"авторк",1
"аналізувал",1
"архівн",1
"батьк",1
"верховн",1
"випустил",1
"вияв",1
"власник",1
"віктор",1
"депутат",1
"документ",1
"думк",1
"започаткувал",1
"заяв",1
"згод",1
"злочин",1
"зокрем",1
"липн",1
"лют",1
"лідер",1
"медведчук",1
"наприклад",1
"народн",1
"науковц",1
"націоналіст",1
"невідом",1
"опзж",1
"осн",1
"парламентар",1
"паспорт",1
"подробиц",1
"політичн",1
"пригод",1
"радянськ",1
"рамк",1
"реж",1
"репресі",1
"розповідал",1
"розповіл",1
"розслідуван",1
"слідкувал",1
"співпрац",1
"срср",1
"стін",1
"схем",1
"січн",1
"топполітик",1
"топпосадовц",1
"тривал",1
"уважн",1
"чаес",1
"шпигун",1
"щотижн",1
"інтерв",1
"виданн",1
"волонтерськ",1
"гуманітарн",1
"дипл",1
"захисник",1
"зацікавлен",1
"книжникreview",1
"ліц",1
"ма",1
"магістр",1
"отримал",1
"професійн",1
"публікаці",1
"підсумк",1
"ру",1
"інститут",1
"америк",1
"голос",1
"передрук",1
"активізм",1
"виходил",1
"мультиплатформн",1
"радіопрограм",1
"рок",1
"соціальн",1
"створювал",1
"тематиц",1
"штатн",1
