"word","freq"
"україн",267
"прав",181
"жінок",145
"українськ",123
"гендерн",122
"свобод",118
"жінк",118
"чоловік",103
"раді",97
"рівност",89
"країн",73
"людин",72
"насильств",70
"груп",68
"ма",65
"громадськ",63
"соціальн",62
"росі",62
"представник",61
"слов",60
"міжнародн",60
"президент",57
"суспільств",57
"політик",54
"ді",52
"національн",52
"організаці",52
"заяв",50
"мают",50
"думк",49
"марш",49
"києв",48
"справ",48
"міністр",47
"робот",47
"нов",46
"державн",46
"російськ",46
"світ",45
"люд",44
"уряд",43
"організац",42
"експерт",42
"можливост",41
"питанн",41
"статт",41
"суд",41
"змін",41
"різн",41
"церкв",41
"стал",39
"держав",38
"ситуац",38
"питан",38
"вваж",38
"зазнач",38
"рівн",37
"місц",36
"участ",36
"зокрем",36
"канад",36
"влад",35
"документ",35
"політичн",35
"поліці",35
"проблем",34
"центр",34
"автор",33
"діт",33
"посад",33
"підтримк",33
"європейськ",33
"дитин",33
"рок",32
"березн",32
"злочин",32
"лідер",32
"жіноч",31
"захист",31
"боротьб",31
"частин",31
"європ",31
"наприклад",31
"прогр",31
"велик",31
"фестивал",31
"організатор",30
"проект",30
"журналіст",30
"учасник",30
"напад",30
"крим",30
"активіст",29
"безпек",29
"верховн",29
"міністерств",29
"дан",29
"німеччин",29
"конкурс",29
"поліц",29
"філіпішин",29
"певн",29
"говорит",28
"рівніст",28
"заход",28
"домашн",28
"останн",27
"зауваж",27
"уповноважен",27
"уваг",27
"правозахисн",26
"бок",26
"відповід",25
"мет",25
"правозахисник",25
"голов",25
"йдет",25
"рос",25
"випадк",25
"проведенн",25
"депутат",24
"порошенк",24
"гол",24
"допомог",24
"отрим",24
"дискримінаці",24
"зустріч",24
"мовит",23
"перш",23
"осіб",23
"сексуальн",23
"житт",23
"ром",23
"рол",23
"червн",23
"лгбт",23
"орган",22
"незалежн",22
"порушенн",22
"процес",22
"сша",22
"програм",22
"тем",22
"ознак",22
"акці",22
"здоров",21
"закон",21
"законодавств",21
"зверненн",21
"кримінальн",21
"област",21
"раз",21
"розповід",21
"рішенн",21
"служб",21
"вибор",21
"власн",21
"колишн",21
"інформац",21
"правоохоронц",21
"конфлікт",21
"сфер",20
"олександр",20
"парламент",20
"сім",20
"публічн",20
"громадян",20
"саміт",20
"ромськ",20
"ненавист",20
"ден",20
"минул",19
"позиц",19
"офіс",19
"мереж",19
"правил",19
"єс",19
"важлив",19
"сем",19
"трамп",19
"дотриманн",18
"звіт",18
"освіт",18
"водночас",18
"заклик",18
"переконан",18
"цінност",18
"закордонн",18
"змі",18
"нараз",18
"основн",18
"директор",18
"реформ",18
"аксан",18
"коментар",18
"стереотип",18
"внутрішн",18
"супрун",18
"москал",18
"охорон",17
"пят",17
"media",17
"заборон",17
"рамк",17
"соцмереж",17
"ціл",17
"час",17
"виклик",17
"систем",17
"війн",17
"заявил",17
"чин",17
"ґрунт",17
"читайт",16
"available",16
"currently",16
"source",16
"загроз",16
"місцев",16
"рад",16
"сайт",16
"склад",16
"інформаці",16
"приклад",16
"новин",16
"працю",16
