"word","freq"
"жінок",69
"жінк",60
"аборт",57
"гендерн",53
"чоловік",52
"робот",50
"прав",41
"насильств",35
"проблем",34
"країн",33
"уряд",31
"слов",27
"школ",27
"батьк",25
"світ",25
"діт",24
"урок",24
"освіт",22
"міністерств",21
"навчанн",21
"відом",20
"ма",20
"читайт",19
"рівн",19
"україн",19
"нов",18
"суспільн",18
"можливост",18
"дан",17
"протест",17
"прац",17
"оон",17
"харасмент",17
"клас",16
"орган",15
"домашн",15
"людин",15
"учн",15
"заборон",14
"закон",14
"мают",14
"заяв",14
"дівчат",14
"змін",13
"люд",13
"організаці",13
"розповіл",13
"законопроєкт",12
"поліц",12
"підтримк",12
"політик",12
"справ",12
"covid",12
"випадк",12
"експертк",12
"заявил",12
"назв",12
"перш",12
"питан",12
"жіноч",12
"заклад",12
"груп",12
"підтрим",11
"забезпеченн",11
"бангладеш",11
"акці",10
"здоров",10
"тисяч",10
"проєкт",10
"влад",10
"водночас",10
"місц",10
"місцев",10
"підрозділ",10
"сексуальн",10
"наприклад",10
"боротьб",10
"різн",10
"домаганн",10
"рівност",10
"розподіл",10
"аргентин",9
"голосуванн",9
"зґвалтуванн",9
"карантин",9
"легалізац",9
"парламент",9
"польщ",9
"рішенн",9
"догляд",9
"думк",9
"ді",9
"зокрем",9
"міжнародн",9
"соціальн",9
"стал",9
"відповідн",9
"лабіринт",9
"старш",9
"хлопчик",9
"варшав",9
"жовтн",9
"міністр",9
"спідниц",9
"робит",8
"рок",8
"столиц",8
"хоч",8
"верховн",8
"виконавч",8
"можливіст",8
"обєднан",8
"пандем",8
"пандемі",8
"вваж",8
"розвитк",8
"рол",8
"стат",8
"сфер",8
"уваг",8
"фот",8
"поділ",8
"річн",8
"напад",8
"сумісн",8
"вийшл",7
"реакц",7
"виданн",7
"дня",7
"житт",7
"вік",7
"допомог",7
"кліматичн",7
"нац",7
"нерівніст",7
"осіб",7
"створенн",7
"українськ",7
"фізичн",7
"ґутерреш",7
"організац",7
"згідн",7
"національн",7
"суд",7
"відповід",7
"склад",7
"участ",7
"правозахисник",7
"дівчин",7
"зверт",7
"звичайн",7
"зубатенк",7
"керівництв",7
"окрем",7
"поведінк",7
"радит",7
"ситуац",7
"чоловіч",7
"міст",7
"польськ",7
"предмет",7
"юстиці",7
"навчальн",7
"хлопц",7
"bbc",6
"борц",6
"вагітност",6
"грудн",6
"дозволит",6
"загроз",6
"зробил",6
"найбільш",6
"палат",6
"сенат",6
"питанн",6
"хочут",6
"антон",6
"генеральн",6
"дітьм",6
"залишаєт",6
"злидн",6
"катастроф",6
"наголосил",6
"поліці",6
"секретар",6
"сучасн",6
"заход",6
"працюв",6
"сім",6
"зробит",6
"технолог",6
